契約項目編號,契約項目名稱,單價
Y6N10C3022D0,電力電纜 8mm2 *1C,8.06
Y6N10C3022E0,電力電纜 8mm2 *1C,17.59
Y6N10C3022F0,電力電纜 8mm2 *1C,8.8
Y6N10C3022G0,電力電纜 8mm2 *1C,19.06
Y6N10C3022H0,電力電纜 8mm2 *1C,9.53
Y6N10C3023A0,電力電纜 14mm2 *1C,14.66
Y6N10C3023B0,電力電纜 14mm2 *1C,7.33
Y6N10C3023C0,電力電纜 14mm2 *1C,16.13
Y6N10C3023D0,電力電纜 14mm2 *1C,8.06
Y6N10C3023E0,電力電纜 14mm2 *1C,17.59
Y6N10C3023F0,電力電纜 14mm2 *1C,8.8
Y6N10C3023G0,電力電纜 14mm2 *1C,19.06
Y6N10C3023H0,電力電纜 14mm2 *1C,9.53
Y6N10C3024A0,電力電纜 22mm2 *1C,18.75
Y6N10C3024B0,電力電纜 22mm2 *1C,9.38
Y6N10C3024C0,電力電纜 22mm2 *1C,20.63
Y6N10C3024D0,電力電纜 22mm2 *1C,10.31
Y6N10C3024E0,電力電纜 22mm2 *1C,22.5
Y6N10C3024F0,電力電纜 22mm2 *1C,11.25
Y6N10C3024G0,電力電纜 22mm2 *1C,24.38
Y6N10C3024H0,電力電纜 22mm2 *1C,12.19
Y6N10C3025A0,電力電纜 38mm2 *1C (含38mm2~50mm2),20.46
Y6N10C3025B0,電力電纜 38mm2 *1C (含38mm2~50mm2),10.23
Y6N10C3025C0,電力電纜 38mm2 *1C (含38mm2~50mm2),22.5
Y6N10C3025D0,電力電纜 38mm2 *1C (含38mm2~50mm2),11.25
Y6N10C3025E0,電力電纜 38mm2 *1C (含38mm2~50mm2),24.55
Y6N10C3025F0,電力電纜 38mm2 *1C (含38mm2~50mm2),12.27
Y6N10C3025G0,電力電纜 38mm2 *1C (含38mm2~50mm2),26.59
Y6N10C3025H0,電力電纜 38mm2 *1C (含38mm2~50mm2),13.3
Y6N10C3026A0,電力電纜 60mm2 *1C (含60mm2~80mm2),27.28
Y6N10C3026B0,電力電纜 60mm2 *1C (含60mm2~80mm2),13.64
Y6N10C3026C0,電力電纜 60mm2 *1C (含60mm2~80mm2),30
Y6N10C3026D0,電力電纜 60mm2 *1C (含60mm2~80mm2),15
Y6N10C3026E0,電力電纜 60mm2 *1C (含60mm2~80mm2),32.73
Y6N10C3026F0,電力電纜 60mm2 *1C (含60mm2~80mm2),16.37
Y6N10C3026G0,電力電纜 60mm2 *1C (含60mm2~80mm2),35.46
Y6N10C3026H0,電力電纜 60mm2 *1C (含60mm2~80mm2),17.73
Y6N10C3027A0,電力電纜 100mm2 *1C (含100mm2~125mm2),40.92
Y6N10C3027B0,電力電纜 100mm2 *1C (含100mm2~125mm2),20.46
Y6N10C3027C0,電力電纜 100mm2 *1C (含100mm2~125mm2),45.01
Y6N10C3027D0,電力電纜 100mm2 *1C (含100mm2~125mm2),22.5
Y6N10C3027E0,電力電纜 100mm2 *1C (含100mm2~125mm2),49.09
Y6N10C3027F0,電力電纜 100mm2 *1C (含100mm2~125mm2),24.55
Y6N10C3027G0,電力電纜 100mm2 *1C (含100mm2~125mm2),53.18
Y6N10C3027H0,電力電纜 100mm2 *1C (含100mm2~125mm2),26.59
Y6N10C3028A0,電力電纜 150mm2 *1C,61.36
Y6N10C3028B0,電力電纜 150mm2 *1C,30.69
Y6N10C3028C0,電力電纜 150mm2 *1C,67.5
Y6N10C3028D0,電力電纜 150mm2 *1C,33.76
Y6N10C3028E0,電力電纜 150mm2 *1C,73.64
Y6N10C3028F0,電力電纜 150mm2 *1C,36.82
Y6N10C3028G0,電力電纜 150mm2 *1C,79.77
Y6N10C3028H0,電力電纜 150mm2 *1C,39.89
Y6N10C3029A0,電力電纜 200mm2 *1C,75
Y6N10C3029B0,電力電纜 200mm2 *1C,37.51
Y6N10C3029C0,電力電纜 200mm2 *1C,82.5
Y6N10C3029D0,電力電纜 200mm2 *1C,41.26
Y6N10C3029E0,電力電纜 200mm2 *1C,90
Y6N10C3029F0,電力電纜 200mm2 *1C,45.01
Y6N10C3029G0,電力電纜 200mm2 *1C,97.5
Y6N10C3029H0,電力電纜 200mm2 *1C,48.75
Y6N10C3030A0,電力電纜 250mm2 *1C,92.05
Y6N10C3030B0,電力電纜 250mm2 *1C,46.03
Y6N10C3030C0,電力電纜 250mm2 *1C,101.26
Y6N10C3030D0,電力電纜 250mm2 *1C,50.62
Y6N10C3030E0,電力電纜 250mm2 *1C,110.46
Y6N10C3030F0,電力電纜 250mm2 *1C,55.23
Y6N10C3030G0,電力電纜 250mm2 *1C,119.67
Y6N10C3030H0,電力電纜 250mm2 *1C,59.83
Y6N10C3031A0,電力電纜 300mm2 *1C (含300mm2~325mm2),115.92
Y6N10C3031B0,電力電纜 300mm2 *1C (含300mm2~325mm2),57.95
Y6N10C3031C0,電力電纜 300mm2 *1C (含300mm2~325mm2),127.51
Y6N10C3031D0,電力電纜 300mm2 *1C (含300mm2~325mm2),63.75
Y6N10C3031E0,電力電纜 300mm2 *1C (含300mm2~325mm2),139.1
Y6N10C3031F0,電力電纜 300mm2 *1C (含300mm2~325mm2),69.55
Y6N10C3031G0,電力電纜 300mm2 *1C (含300mm2~325mm2),150.68
Y6N10C3031H0,電力電纜 300mm2 *1C (含300mm2~325mm2),75.34
Y6N10C3032A0,電力電纜 400mm2 *1C (含350mm2~400mm2),143.19
Y6N10C3032B0,電力電纜 400mm2 *1C (含350mm2~400mm2),71.59
Y6N10C3032C0,電力電纜 400mm2 *1C (含350mm2~400mm2),157.5
Y6N10C3032D0,電力電纜 400mm2 *1C (含350mm2~400mm2),78.75
Y6N10C3032E0,電力電纜 400mm2 *1C (含350mm2~400mm2),171.82
Y6N10C3032F0,電力電纜 400mm2 *1C (含350mm2~400mm2),85.91
Y6N10C3032G0,電力電纜 400mm2 *1C (含350mm2~400mm2),186.14
Y6N10C3032H0,電力電纜 400mm2 *1C (含350mm2~400mm2),93.07
Y6N10C3033A0,電力電纜 500mm2 *1C (含500mm2 以上),177.28
Y6N10C3033B0,電力電纜 500mm2 *1C (含500mm2 以上),88.64
Y6N10C3033C0,電力電纜 500mm2 *1C (含500mm2 以上),195.01
Y6N10C3033D0,電力電纜 500mm2 *1C (含500mm2 以上),97.5
Y6N10C3033E0,電力電纜 500mm2 *1C (含500mm2 以上),212.74
Y6N10C3033F0,電力電纜 500mm2 *1C (含500mm2 以上),106.37
Y6N10C3033G0,電力電纜 500mm2 *1C (含500mm2 以上),230.47
Y6N10C3033H0,電力電纜 500mm2 *1C (含500mm2 以上),115.23
Y6N10C3034A0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39mm及以下　,91.71
Y6N10C3034B0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39mm及以下　,45.86
Y6N10C3034C0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39mm及以下　,100.88
Y6N10C3034D0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39mm及以下　,50.44
Y6N10C3034E0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39mm及以下　,110.05
Y6N10C3034F0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39mm及以下　,55.02
Y6N10C3034G0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39mm及以下　,119.22
Y6N10C3034H0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39mm及以下　,59.61
Y6N10C3035A0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39.1mm～  46mm,136.71
Y6N10C3035B0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39.1mm～  46mm,68.35
Y6N10C3035C0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39.1mm～  46mm,150.38
Y6N10C3035D0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39.1mm～  46mm,75.19
Y6N10C3035E0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39.1mm～  46mm,164.05
Y6N10C3035F0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39.1mm～  46mm,82.02
Y6N10C3035G0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39.1mm～  46mm,177.72
Y6N10C3035H0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑39.1mm～  46mm,88.86
Y6N10C3036A0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑46.1mm～  50mm,205.92
Y6N10C3036B0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑46.1mm～  50mm,102.96
Y6N10C3036C0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑46.1mm～  50mm,226.51
Y6N10C3036D0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑46.1mm～  50mm,113.26
Y6N10C3036E0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑46.1mm～  50mm,247.1
Y6N10C3036F0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑46.1mm～  50mm,123.55
Y6N10C3036G0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑46.1mm～  50mm,267.69
Y6N10C3036H0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑46.1mm～  50mm,133.85
Y6N10C3037A0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑50.1mm~55mm��,250.92
Y6N10C3037B0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑50.1mm~55mm��,125.46
Y6N10C3037C0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑50.1mm~55mm��,276.01
Y6N10C3037D0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑50.1mm~55mm��,138.01
Y6N10C3037E0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑50.1mm~55mm��,301.11
Y6N10C3037F0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑50.1mm~55mm��,150.55
Y6N10C3037G0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑50.1mm~55mm��,326.2
Y6N10C3037H0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑50.1mm~55mm��,163.1
Y6N10C3038A0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑55.1mm及以上,308.2
Y6N10C3038B0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑55.1mm及以上,154.09
Y6N10C3038C0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑55.1mm及以上,339.02
Y6N10C3038D0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑55.1mm及以上,169.51
Y6N10C3038E0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑55.1mm及以上,369.83
Y6N10C3038F0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑55.1mm及以上,184.92
Y6N10C3038G0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑55.1mm及以上,400.66
Y6N10C3038H0,３８ｍｍ２以上多芯高、低壓電力（遮蔽）電纜直徑55.1mm及以上,200.33
Y6N10C3039A0,5KV/8KV 電力電纜 50mm2  * 1C,78.41
Y6N10C3039B0,5KV/8KV 電力電纜 50mm2  * 1C,39.21
Y6N10C3039C0,5KV/8KV 電力電纜 50mm2  * 1C,86.25
Y6N10C3039D0,5KV/8KV 電力電纜 50mm2  * 1C,43.13
Y6N10C3039E0,5KV/8KV 電力電纜 50mm2  * 1C,94.09
Y6N10C3039F0,5KV/8KV 電力電纜 50mm2  * 1C,47.05
Y6N10C3039G0,5KV/8KV 電力電纜 50mm2  * 1C,101.94
Y6N10C3039H0,5KV/8KV 電力電纜 50mm2  * 1C,50.96
Y6N10C3040A0,5KV/8KV 電力電纜 120mm2  * 1C,109.1
Y6N10C3040B0,5KV/8KV 電力電纜 120mm2  * 1C,54.54
Y6N10C3040C0,5KV/8KV 電力電纜 120mm2  * 1C,120.01
Y6N10C3040D0,5KV/8KV 電力電纜 120mm2  * 1C,60
Y6N10C3040E0,5KV/8KV 電力電纜 120mm2  * 1C,130.92
Y6N10C3040F0,5KV/8KV 電力電纜 120mm2  * 1C,65.45
Y6N10C3040G0,5KV/8KV 電力電纜 120mm2  * 1C,141.83
Y6N10C3040H0,5KV/8KV 電力電纜 120mm2  * 1C,70.91
Y6N10C3041A0,5KV/8KV 電力電纜 240mm2  * 1C,132.96
Y6N10C3041B0,5KV/8KV 電力電纜 240mm2  * 1C,66.48
Y6N10C3041C0,5KV/8KV 電力電纜 240mm2  * 1C,146.25
Y6N10C3041D0,5KV/8KV 電力電纜 240mm2  * 1C,73.13
Y6N10C3041E0,5KV/8KV 電力電纜 240mm2  * 1C,159.55
Y6N10C3041F0,5KV/8KV 電力電纜 240mm2  * 1C,79.77
Y6N10C3041G0,5KV/8KV 電力電纜 240mm2  * 1C,172.85
Y6N10C3041H0,5KV/8KV 電力電纜 240mm2  * 1C,86.42
Y6N10C3042A0,15KV 電力電纜 185mm2  * 1C,146.59
Y6N10C3042B0,15KV 電力電纜 185mm2  * 1C,73.3
Y6N10C3042C0,15KV 電力電纜 185mm2  * 1C,161.25
Y6N10C3042D0,15KV 電力電纜 185mm2  * 1C,80.63
Y6N10C3042E0,15KV 電力電纜 185mm2  * 1C,175.92
Y6N10C3042F0,15KV 電力電纜 185mm2  * 1C,87.96
Y6N10C3042G0,15KV 電力電纜 185mm2  * 1C,190.58
Y6N10C3042H0,15KV 電力電纜 185mm2  * 1C,95.29
Y6N10C3043A0,15KV 電力電纜 240mm2  * 1C,173.87
Y6N10C3043B0,15KV 電力電纜 240mm2  * 1C,86.93
Y6N10C3043C0,15KV 電力電纜 240mm2  * 1C,191.26
Y6N10C3043D0,15KV 電力電纜 240mm2  * 1C,95.63
Y6N10C3043E0,15KV 電力電纜 240mm2  * 1C,208.65
Y6N10C3043F0,15KV 電力電纜 240mm2  * 1C,104.32
Y6N10C3043G0,15KV 電力電纜 240mm2  * 1C,226.04
Y6N10C3043H0,15KV 電力電纜 240mm2  * 1C,113.02
Y6N10C3044A0,36KV 電力電纜 185mm2  * 1C,204.56
Y6N10C3044B0,36KV 電力電纜 185mm2  * 1C,102.28
Y6N10C3044C0,36KV 電力電纜 185mm2  * 1C,225.01
Y6N10C3044D0,36KV 電力電纜 185mm2  * 1C,112.51
Y6N10C3044E0,36KV 電力電纜 185mm2  * 1C,245.46
Y6N10C3044F0,36KV 電力電纜 185mm2  * 1C,122.74
Y6N10C3044G0,36KV 電力電纜 185mm2  * 1C,265.92
Y6N10C3044H0,36KV 電力電纜 185mm2  * 1C,132.96
Y6N10C3045A0,36KV 電力電纜 240mm2  * 1C,225.01
Y6N10C3045B0,36KV 電力電纜 240mm2  * 1C,112.51
Y6N10C3045C0,36KV 電力電纜 240mm2  * 1C,247.51
Y6N10C3045D0,36KV 電力電纜 240mm2  * 1C,123.76
Y6N10C3045E0,36KV 電力電纜 240mm2  * 1C,270.01
Y6N10C3045F0,36KV 電力電纜 240mm2  * 1C,135.01
Y6N10C3045G0,36KV 電力電纜 240mm2  * 1C,292.51
Y6N10C3045H0,36KV 電力電纜 240mm2  * 1C,146.25
Y6N10C3046A0,36KV 電力電纜 300mm2  * 1C,245.46
Y6N10C3046B0,36KV 電力電纜 300mm2  * 1C,122.74
Y6N10C3046C0,36KV 電力電纜 300mm2  * 1C,270.01
Y6N10C3046D0,36KV 電力電纜 300mm2  * 1C,135.01
Y6N10C3046E0,36KV 電力電纜 300mm2  * 1C,294.56
Y6N10C3046F0,36KV 電力電纜 300mm2  * 1C,147.27
Y6N10C3046G0,36KV 電力電纜 300mm2  * 1C,319.11
Y6N10C3046H0,36KV 電力電纜 300mm2  * 1C,159.55
Y6N10C3047A0,控制電纜 1.25mm2 * 2C (含2C以下),14.66
Y6N10C3047B0,控制電纜 1.25mm2 * 2C (含2C以下),7.33
Y6N10C3047C0,控制電纜 1.25mm2 * 2C (含2C以下),16.13
Y6N10C3047D0,控制電纜 1.25mm2 * 2C (含2C以下),8.06
Y6N10C3047E0,控制電纜 1.25mm2 * 2C (含2C以下),17.59
Y6N10C3047F0,控制電纜 1.25mm2 * 2C (含2C以下),8.8
Y6N10C3047G0,控制電纜 1.25mm2 * 2C (含2C以下),19.06
Y6N10C3047H0,控制電纜 1.25mm2 * 2C (含2C以下),9.53
Y6N10C3048A0,控制電纜 1.25mm2 * 4C (含3C~4C),14.66
Y6N10C3048B0,控制電纜 1.25mm2 * 4C (含3C~4C),7.33
Y6N10C3048C0,控制電纜 1.25mm2 * 4C (含3C~4C),16.13
Y6N10C3048D0,控制電纜 1.25mm2 * 4C (含3C~4C),8.06
Y6N10C3048E0,控制電纜 1.25mm2 * 4C (含3C~4C),17.59
Y6N10C3048F0,控制電纜 1.25mm2 * 4C (含3C~4C),8.8
Y6N10C3048G0,控制電纜 1.25mm2 * 4C (含3C~4C),19.06
Y6N10C3048H0,控制電纜 1.25mm2 * 4C (含3C~4C),9.53
Y6N10C3049A0,控制電纜 1.25mm2 * 7C (含5C~9C),18.75
Y6N10C3049B0,控制電纜 1.25mm2 * 7C (含5C~9C),9.38
Y6N10C3049C0,控制電纜 1.25mm2 * 7C (含5C~9C),20.63
Y6N10C3049D0,控制電纜 1.25mm2 * 7C (含5C~9C),10.31
Y6N10C3049E0,控制電纜 1.25mm2 * 7C (含5C~9C),22.5
Y6N10C3049F0,控制電纜 1.25mm2 * 7C (含5C~9C),11.25
Y6N10C3049G0,控制電纜 1.25mm2 * 7C (含5C~9C),24.38
Y6N10C3049H0,控制電纜 1.25mm2 * 7C (含5C~9C),12.19
Y6N10C3050A0,控制電纜 1.25mm2 * 12C (含10C~15C),22.16
Y6N10C3050B0,控制電纜 1.25mm2 * 12C (含10C~15C),11.08
Y6N10C3050C0,控制電纜 1.25mm2 * 12C (含10C~15C),24.38
Y6N10C3050D0,控制電纜 1.25mm2 * 12C (含10C~15C),12.19
Y6N10C3050E0,控制電纜 1.25mm2 * 12C (含10C~15C),26.59
Y6N10C3050F0,控制電纜 1.25mm2 * 12C (含10C~15C),13.3
Y6N10C3050G0,控制電纜 1.25mm2 * 12C (含10C~15C),28.81
Y6N10C3050H0,控制電纜 1.25mm2 * 12C (含10C~15C),14.41
Y6N10C3051A0,控制電纜 1.25mm2 * 16C (含16C以上),25.91
Y6N10C3051B0,控制電纜 1.25mm2 * 16C (含16C以上),12.96
Y6N10C3051C0,控制電纜 1.25mm2 * 16C (含16C以上),28.5
Y6N10C3051D0,控制電纜 1.25mm2 * 16C (含16C以上),14.25
Y6N10C3051E0,控制電纜 1.25mm2 * 16C (含16C以上),31.1
Y6N10C3051F0,控制電纜 1.25mm2 * 16C (含16C以上),15.55
Y6N10C3051G0,控制電纜 1.25mm2 * 16C (含16C以上),33.69
Y6N10C3051H0,控制電纜 1.25mm2 * 16C (含16C以上),16.84
Y6N10C3052A0,控制電纜 2mm2 * 4C (含4C以下),18.75
Y6N10C3052B0,控制電纜 2mm2 * 4C (含4C以下),9.38
Y6N10C3052C0,控制電纜 2mm2 * 4C (含4C以下),20.63
Y6N10C3052D0,控制電纜 2mm2 * 4C (含4C以下),10.31
Y6N10C3052E0,控制電纜 2mm2 * 4C (含4C以下),22.5
Y6N10C3052F0,控制電纜 2mm2 * 4C (含4C以下),11.25
Y6N10C3052G0,控制電纜 2mm2 * 4C (含4C以下),24.38
Y6N10C3052H0,控制電纜 2mm2 * 4C (含4C以下),12.19
Y6N10C3053A0,控制電纜 2mm2 * 7C (含5C~9C),22.16
Y6N10C3053B0,控制電纜 2mm2 * 7C (含5C~9C),11.08
Y6N10C3053C0,控制電纜 2mm2 * 7C (含5C~9C),24.38
Y6N10C3053D0,控制電纜 2mm2 * 7C (含5C~9C),12.19
Y6N10C3053E0,控制電纜 2mm2 * 7C (含5C~9C),26.59
Y6N10C3053F0,控制電纜 2mm2 * 7C (含5C~9C),13.3
Y6N10C3053G0,控制電纜 2mm2 * 7C (含5C~9C),28.81
Y6N10C3053H0,控制電纜 2mm2 * 7C (含5C~9C),14.41
Y6N10C3054A0,控制電纜 2mm2 * 12C (含10C~15C),25.91
Y6N10C3054B0,控制電纜 2mm2 * 12C (含10C~15C),12.96
Y6N10C3054C0,控制電纜 2mm2 * 12C (含10C~15C),28.5
Y6N10C3054D0,控制電纜 2mm2 * 12C (含10C~15C),14.25
Y6N10C3054E0,控制電纜 2mm2 * 12C (含10C~15C),31.1
Y6N10C3054F0,控制電纜 2mm2 * 12C (含10C~15C),15.55
Y6N10C3054G0,控制電纜 2mm2 * 12C (含10C~15C),33.69
Y6N10C3054H0,控制電纜 2mm2 * 12C (含10C~15C),16.84
Y6N10C3055A0,控制電纜 2mm2 * 16C (含16C以上),29.66
Y6N10C3055B0,控制電纜 2mm2 * 16C (含16C以上),14.83
Y6N10C3055C0,控制電纜 2mm2 * 16C (含16C以上),32.63
Y6N10C3055D0,控制電纜 2mm2 * 16C (含16C以上),16.31
Y6N10C3055E0,控制電纜 2mm2 * 16C (含16C以上),35.6
Y6N10C3055F0,控制電纜 2mm2 * 16C (含16C以上),17.8
Y6N10C3055G0,控制電纜 2mm2 * 16C (含16C以上),38.56
Y6N10C3055H0,控制電纜 2mm2 * 16C (含16C以上),19.28
Y6N10C3056A0,儀錶遮蔽電纜 1.25mm2 *  4C (含1P~2P 及 1T~2T),16.03
Y6N10C3056B0,儀錶遮蔽電纜 1.25mm2 *  4C (含1P~2P 及 1T~2T),8.01
Y6N10C3056C0,儀錶遮蔽電纜 1.25mm2 *  4C (含1P~2P 及 1T~2T),17.63
Y6N10C3056D0,儀錶遮蔽電纜 1.25mm2 *  4C (含1P~2P 及 1T~2T),8.81
Y6N10C3056E0,儀錶遮蔽電纜 1.25mm2 *  4C (含1P~2P 及 1T~2T),19.23
Y6N10C3056F0,儀錶遮蔽電纜 1.25mm2 *  4C (含1P~2P 及 1T~2T),9.62
Y6N10C3056G0,儀錶遮蔽電纜 1.25mm2 *  4C (含1P~2P 及 1T~2T),20.83
Y6N10C3056H0,儀錶遮蔽電纜 1.25mm2 *  4C (含1P~2P 及 1T~2T),10.42
Y6N10C3057A0,"儀錶遮蔽電纜 1.25mm2 *  7C , 3P(含3P~6P)",20.12
Y6N10C3057B0,"儀錶遮蔽電纜 1.25mm2 *  7C , 3P(含3P~6P)",10.06
Y6N10C3057C0,"儀錶遮蔽電纜 1.25mm2 *  7C , 3P(含3P~6P)",22.13
Y6N10C3057D0,"儀錶遮蔽電纜 1.25mm2 *  7C , 3P(含3P~6P)",11.06
Y6N10C3057E0,"儀錶遮蔽電纜 1.25mm2 *  7C , 3P(含3P~6P)",24.14
Y6N10C3057F0,"儀錶遮蔽電纜 1.25mm2 *  7C , 3P(含3P~6P)",12.07
Y6N10C3057G0,"儀錶遮蔽電纜 1.25mm2 *  7C , 3P(含3P~6P)",26.15
Y6N10C3057H0,"儀錶遮蔽電纜 1.25mm2 *  7C , 3P(含3P~6P)",13.08
Y6N10C3058A0,儀錶遮蔽電纜 1.25mm2 *  12C,23.87
Y6N10C3058B0,儀錶遮蔽電纜 1.25mm2 *  12C,11.93
Y6N10C3058C0,儀錶遮蔽電纜 1.25mm2 *  12C,26.25
Y6N10C3058D0,儀錶遮蔽電纜 1.25mm2 *  12C,13.13
Y6N10C3058E0,儀錶遮蔽電纜 1.25mm2 *  12C,28.64
Y6N10C3058F0,儀錶遮蔽電纜 1.25mm2 *  12C,14.32
Y6N10C3058G0,儀錶遮蔽電纜 1.25mm2 *  12C,31.03
Y6N10C3058H0,儀錶遮蔽電纜 1.25mm2 *  12C,15.51
Y6N10C3059A0,儀錶遮蔽電纜 1.25mm2 *  16C,25.91
Y6N10C3059B0,儀錶遮蔽電纜 1.25mm2 *  16C,12.96
Y6N10C3059C0,儀錶遮蔽電纜 1.25mm2 *  16C,28.5
Y6N10C3059D0,儀錶遮蔽電纜 1.25mm2 *  16C,14.25
Y6N10C3059E0,儀錶遮蔽電纜 1.25mm2 *  16C,31.1
Y6N10C3059F0,儀錶遮蔽電纜 1.25mm2 *  16C,15.55
Y6N10C3059G0,儀錶遮蔽電纜 1.25mm2 *  16C,33.69
Y6N10C3059H0,儀錶遮蔽電纜 1.25mm2 *  16C,16.84
Y6N10C3060A0,儀錶遮蔽電纜 1.25mm2 *  7P (含7P~11P),23.87
Y6N10C3060B0,儀錶遮蔽電纜 1.25mm2 *  7P (含7P~11P),11.93
Y6N10C3060C0,儀錶遮蔽電纜 1.25mm2 *  7P (含7P~11P),26.25
Y6N10C3060D0,儀錶遮蔽電纜 1.25mm2 *  7P (含7P~11P),13.13
Y6N10C3060E0,儀錶遮蔽電纜 1.25mm2 *  7P (含7P~11P),28.64
Y6N10C3060F0,儀錶遮蔽電纜 1.25mm2 *  7P (含7P~11P),14.32
Y6N10C3060G0,儀錶遮蔽電纜 1.25mm2 *  7P (含7P~11P),31.03
Y6N10C3060H0,儀錶遮蔽電纜 1.25mm2 *  7P (含7P~11P),15.51
Y6N10C3061A0,儀錶遮蔽電纜 1.25mm2 * 12P (含12P~18P),37.51
Y6N10C3061B0,儀錶遮蔽電纜 1.25mm2 * 12P (含12P~18P),18.75
Y6N10C3061C0,儀錶遮蔽電纜 1.25mm2 * 12P (含12P~18P),41.26
Y6N10C3061D0,儀錶遮蔽電纜 1.25mm2 * 12P (含12P~18P),20.63
Y6N10C3061E0,儀錶遮蔽電纜 1.25mm2 * 12P (含12P~18P),45.01
Y6N10C3061F0,儀錶遮蔽電纜 1.25mm2 * 12P (含12P~18P),22.5
Y6N10C3061G0,儀錶遮蔽電纜 1.25mm2 * 12P (含12P~18P),48.75
Y6N10C3061H0,儀錶遮蔽電纜 1.25mm2 * 12P (含12P~18P),24.38
Y6N10C3062A0,"儀錶遮蔽電纜 1.25mm2 * 19P(含以上), 12T(含10T~12T)",40.92
Y6N10C3062B0,"儀錶遮蔽電纜 1.25mm2 * 19P(含以上), 12T(含10T~12T)",20.46
Y6N10C3062C0,"儀錶遮蔽電纜 1.25mm2 * 19P(含以上), 12T(含10T~12T)",45.01
Y6N10C3062D0,"儀錶遮蔽電纜 1.25mm2 * 19P(含以上), 12T(含10T~12T)",22.5
Y6N10C3062E0,"儀錶遮蔽電纜 1.25mm2 * 19P(含以上), 12T(含10T~12T)",49.09
Y6N10C3062F0,"儀錶遮蔽電纜 1.25mm2 * 19P(含以上), 12T(含10T~12T)",24.55
Y6N10C3062G0,"儀錶遮蔽電纜 1.25mm2 * 19P(含以上), 12T(含10T~12T)",53.18
Y6N10C3062H0,"儀錶遮蔽電纜 1.25mm2 * 19P(含以上), 12T(含10T~12T)",26.59
Y6N10C3063A0,儀錶遮蔽電纜 1.25mm2 * 3T (含3T~6T),23.87
Y6N10C3063B0,儀錶遮蔽電纜 1.25mm2 * 3T (含3T~6T),11.93
Y6N10C3063C0,儀錶遮蔽電纜 1.25mm2 * 3T (含3T~6T),26.25
Y6N10C3063D0,儀錶遮蔽電纜 1.25mm2 * 3T (含3T~6T),13.13
Y6N10C3063E0,儀錶遮蔽電纜 1.25mm2 * 3T (含3T~6T),28.64
Y6N10C3063F0,儀錶遮蔽電纜 1.25mm2 * 3T (含3T~6T),14.32
Y6N10C3063G0,儀錶遮蔽電纜 1.25mm2 * 3T (含3T~6T),31.03
Y6N10C3063H0,儀錶遮蔽電纜 1.25mm2 * 3T (含3T~6T),15.51
Y6N10C3064A0,儀錶遮蔽電纜 1.25mm2 * 7T (含7T~9T),37.51
Y6N10C3064B0,儀錶遮蔽電纜 1.25mm2 * 7T (含7T~9T),18.75
